"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"X4511001090400","X4","51","2009-01-10T04:00:00.000",,"10","V","HO"
"X4511001090500","X4","51","2009-01-10T05:00:00.000",,"23","V","HO"
"X4501001090500","X4","50","2009-01-10T05:00:00.000","2009-01-10T05:43:00.000","3.6","V","HO"
"X4341001090500","X4","34","2009-01-10T05:00:00.000",,"1015","V","HO"
"X4331001090500","X4","33","2009-01-10T05:00:00.000",,"85","V","HO"
"X4351001090500","X4","35","2009-01-10T05:00:00.000",,"0.9","V","HO"
"X4401001090500","X4","40","2009-01-10T05:00:00.000","2009-01-10T05:57:00.000","8.6","V","HO"
"X4421001090500","X4","42","2009-01-10T05:00:00.000","2009-01-10T05:00:00.000","8.5","V","HO"
"X4441001090500","X4","44","2009-01-10T05:00:00.000","2009-01-10T05:49:00.000","84","V","HO"
"X4361001090500","X4","36","2009-01-10T05:00:00.000",,"0","V","HO"
"X4321001090500","X4","32","2009-01-10T05:00:00.000",,"8.6","V","HO"
"X4321001090600","X4","32","2009-01-10T06:00:00.000",,"8.6","V","HO"
"X4331001090600","X4","33","2009-01-10T06:00:00.000",,"84","V","HO"
"X4511001090600","X4","51","2009-01-10T06:00:00.000",,"42","V","HO"
"X4501001090600","X4","50","2009-01-10T06:00:00.000","2009-01-10T06:42:00.000","3.6","V","HO"
"X4441001090600","X4","44","2009-01-10T06:00:00.000","2009-01-10T06:58:00.000","83","V","HO"
"X4421001090600","X4","42","2009-01-10T06:00:00.000","2009-01-10T06:34:00.000","8.6","V","HO"
"X4401001090600","X4","40","2009-01-10T06:00:00.000","2009-01-10T06:56:00.000","8.7","V","HO"
"X4361001090600","X4","36","2009-01-10T06:00:00.000",,"0","V","HO"
"X4351001090600","X4","35","2009-01-10T06:00:00.000",,"0.8","V","HO"
"X4341001090600","X4","34","2009-01-10T06:00:00.000",,"1015","V","HO"
"X4321001090700","X4","32","2009-01-10T07:00:00.000",,"8.7","V","HO"
"X4331001090700","X4","33","2009-01-10T07:00:00.000",,"83","V","HO"
"X4341001090700","X4","34","2009-01-10T07:00:00.000",,"1016","V","HO"
"X4351001090700","X4","35","2009-01-10T07:00:00.000",,"0.6","V","HO"
"X4511001090700","X4","51","2009-01-10T07:00:00.000",,"38","V","HO"
"X4401001090700","X4","40","2009-01-10T07:00:00.000","2009-01-10T07:09:00.000","8.8","V","HO"
"X4421001090700","X4","42","2009-01-10T07:00:00.000","2009-01-10T07:35:00.000","8.6","V","HO"
"X4441001090700","X4","44","2009-01-10T07:00:00.000","2009-01-10T07:18:00.000","82","V","HO"
"X4501001090700","X4","50","2009-01-10T07:00:00.000","2009-01-10T07:25:00.000","3.7","V","HO"
"X4361001090700","X4","36","2009-01-10T07:00:00.000",,"3","V","HO"
"X4421001090800","X4","42","2009-01-10T08:00:00.000","2009-01-10T08:00:00.000","8.7","V","HO"
"X4441001090800","X4","44","2009-01-10T08:00:00.000","2009-01-10T08:35:00.000","82","V","HO"
"X4321001090800","X4","32","2009-01-10T08:00:00.000",,"8.7","V","HO"
"X4331001090800","X4","33","2009-01-10T08:00:00.000",,"83","V","HO"
"X4511001090800","X4","51","2009-01-10T08:00:00.000",,"10","V","HO"
"X4351001090800","X4","35","2009-01-10T08:00:00.000",,"1.5","V","HO"
"X4361001090800","X4","36","2009-01-10T08:00:00.000",,"33","V","HO"
"X4401001090800","X4","40","2009-01-10T08:00:00.000","2009-01-10T08:38:00.000","8.8","V","HO"
"X4501001090800","X4","50","2009-01-10T08:00:00.000","2009-01-10T08:13:00.000","3.2","V","HO"
"X4341001090800","X4","34","2009-01-10T08:00:00.000",,"1017","V","HO"
"X4321001090900","X4","32","2009-01-10T09:00:00.000",,"9.2","V","HO"
"X4331001090900","X4","33","2009-01-10T09:00:00.000",,"82","V","HO"
"X4341001090900","X4","34","2009-01-10T09:00:00.000",,"1018","V","HO"
"X4351001090900","X4","35","2009-01-10T09:00:00.000",,"0","V","HO"
"X4511001090900","X4","51","2009-01-10T09:00:00.000",,"7","V","HO"
"X4401001090900","X4","40","2009-01-10T09:00:00.000","2009-01-10T09:58:00.000","9.6","V","HO"
"X4421001090900","X4","42","2009-01-10T09:00:00.000","2009-01-10T09:00:00.000","8.8","V","HO"
"X4441001090900","X4","44","2009-01-10T09:00:00.000","2009-01-10T09:54:00.000","79","V","HO"
"X4501001090900","X4","50","2009-01-10T09:00:00.000","2009-01-10T09:47:00.000","3.7","V","HO"
"X4361001090900","X4","36","2009-01-10T09:00:00.000",,"93","V","HO"
"X4321001091000","X4","32","2009-01-10T10:00:00.000",,"10.3","V","HO"
"X4331001091000","X4","33","2009-01-10T10:00:00.000",,"77","V","HO"
"X4341001091000","X4","34","2009-01-10T10:00:00.000",,"1018","V","HO"
"X4351001091000","X4","35","2009-01-10T10:00:00.000",,"0","V","HO"
"X4511001091000","X4","51","2009-01-10T10:00:00.000",,"0","V","HO"
"X4401001091000","X4","40","2009-01-10T10:00:00.000","2009-01-10T10:57:00.000","11.1","V","HO"
"X4421001091000","X4","42","2009-01-10T10:00:00.000","2009-01-10T10:00:00.000","9.7","V","HO"
"X4441001091000","X4","44","2009-01-10T10:00:00.000","2009-01-10T10:58:00.000","73","V","HO"
"X4501001091000","X4","50","2009-01-10T10:00:00.000","2009-01-10T10:22:00.000","4.2","V","HO"
"X4361001091000","X4","36","2009-01-10T10:00:00.000",,"286","V","HO"
"X4321001091100","X4","32","2009-01-10T11:00:00.000",,"12.2","V","HO"
"X4331001091100","X4","33","2009-01-10T11:00:00.000",,"68","V","HO"
"X4341001091100","X4","34","2009-01-10T11:00:00.000",,"1018","V","HO"
"X4351001091100","X4","35","2009-01-10T11:00:00.000",,"0","V","HO"
"X4441001091100","X4","44","2009-01-10T11:00:00.000","2009-01-10T11:52:00.000","63","V","HO"
"X4401001091100","X4","40","2009-01-10T11:00:00.000","2009-01-10T11:58:00.000","13.1","V","HO"
"X4421001091100","X4","42","2009-01-10T11:00:00.000","2009-01-10T11:00:00.000","11.1","V","HO"
"X4501001091100","X4","50","2009-01-10T11:00:00.000","2009-01-10T11:24:00.000","5.2","V","HO"
"X4511001091100","X4","51","2009-01-10T11:00:00.000",,"354","V","HO"
"X4361001091100","X4","36","2009-01-10T11:00:00.000",,"485","V","HO"
"X4441001091200","X4","44","2009-01-10T12:00:00.000","2009-01-10T12:58:00.000","61","V","HO"
"X4501001091200","X4","50","2009-01-10T12:00:00.000","2009-01-10T12:19:00.000","5.1","V","HO"
"X4511001091200","X4","51","2009-01-10T12:00:00.000",,"13","V","HO"
"X4321001091200","X4","32","2009-01-10T12:00:00.000",,"12.9","V","HO"
"X4421001091200","X4","42","2009-01-10T12:00:00.000","2009-01-10T12:48:00.000","12.5","V","HO"
"X4341001091200","X4","34","2009-01-10T12:00:00.000",,"1018","V","HO"
"X4351001091200","X4","35","2009-01-10T12:00:00.000",,"0","V","HO"
"X4361001091200","X4","36","2009-01-10T12:00:00.000",,"373","V","HO"
"X4401001091200","X4","40","2009-01-10T12:00:00.000","2009-01-10T12:18:00.000","13.3","V","HO"
"X4331001091200","X4","33","2009-01-10T12:00:00.000",,"63","V","HO"
"X4351001091300","X4","35","2009-01-10T13:00:00.000",,"0","V","HO"
"X4361001091300","X4","36","2009-01-10T13:00:00.000",,"370","V","HO"
"X4401001091300","X4","40","2009-01-10T13:00:00.000","2009-01-10T13:53:00.000","13.5","V","HO"
"X4421001091300","X4","42","2009-01-10T13:00:00.000","2009-01-10T13:12:00.000","12.4","V","HO"
"X4341001091300","X4","34","2009-01-10T13:00:00.000",,"1017","V","HO"
"X4501001091300","X4","50","2009-01-10T13:00:00.000","2009-01-10T13:01:00.000","5.3","V","HO"
"X4511001091300","X4","51","2009-01-10T13:00:00.000",,"86","V","HO"
"X4321001091300","X4","32","2009-01-10T13:00:00.000",,"12.9","V","HO"
"X4331001091300","X4","33","2009-01-10T13:00:00.000",,"60","V","HO"
"X4441001091300","X4","44","2009-01-10T13:00:00.000","2009-01-10T13:58:00.000","57","V","HO"
"X4321001091400","X4","32","2009-01-10T14:00:00.000",,"13.6","V","HO"
"X4331001091400","X4","33","2009-01-10T14:00:00.000",,"58","V","HO"
"X4341001091400","X4","34","2009-01-10T14:00:00.000",,"1018","V","HO"
"X4351001091400","X4","35","2009-01-10T14:00:00.000",,"0","V","HO"
"X4511001091400","X4","51","2009-01-10T14:00:00.000",,"98","V","HO"
"X4401001091400","X4","40","2009-01-10T14:00:00.000","2009-01-10T14:54:00.000","13.8","V","HO"
"X4421001091400","X4","42","2009-01-10T14:00:00.000","2009-01-10T14:01:00.000","13.1","V","HO"
"X4441001091400","X4","44","2009-01-10T14:00:00.000","2009-01-10T14:15:00.000","54","V","HO"
"X4501001091400","X4","50","2009-01-10T14:00:00.000","2009-01-10T14:00:00.000","3.4","V","HO"
"X4361001091400","X4","36","2009-01-10T14:00:00.000",,"246","V","HO"
"X4321001091500","X4","32","2009-01-10T15:00:00.000",,"13","V","HO"
"X4331001091500","X4","33","2009-01-10T15:00:00.000",,"61","V","HO"
"X4341001091500","X4","34","2009-01-10T15:00:00.000",,"1018","V","HO"
"X4351001091500","X4","35","2009-01-10T15:00:00.000",,"0","V","HO"
"X4511001091500","X4","51","2009-01-10T15:00:00.000",,"85","V","HO"
"X4401001091500","X4","40","2009-01-10T15:00:00.000","2009-01-10T15:00:00.000","13.7","V","HO"
"X4421001091500","X4","42","2009-01-10T15:00:00.000","2009-01-10T15:58:00.000","12.3","V","HO"
"X4441001091500","X4","44","2009-01-10T15:00:00.000","2009-01-10T15:10:00.000","59","V","HO"
"X4501001091500","X4","50","2009-01-10T15:00:00.000","2009-01-10T15:45:00.000","4.3","V","HO"
"X4361001091500","X4","36","2009-01-10T15:00:00.000",,"74","V","HO"
"X4321001091600","X4","32","2009-01-10T16:00:00.000",,"11.9","V","HO"
"X4331001091600","X4","33","2009-01-10T16:00:00.000",,"64","V","HO"
"X4341001091600","X4","34","2009-01-10T16:00:00.000",,"1019","V","HO"
"X4351001091600","X4","35","2009-01-10T16:00:00.000",,"0","V","HO"
"X4511001091600","X4","51","2009-01-10T16:00:00.000",,"68","V","HO"
"X4401001091600","X4","40","2009-01-10T16:00:00.000","2009-01-10T16:00:00.000","12.3","V","HO"
"X4421001091600","X4","42","2009-01-10T16:00:00.000","2009-01-10T16:58:00.000","11.4","V","HO"
"X4441001091600","X4","44","2009-01-10T16:00:00.000","2009-01-10T16:02:00.000","61","V","HO"
"X4501001091600","X4","50","2009-01-10T16:00:00.000","2009-01-10T16:01:00.000","4.2","V","HO"
"X4361001091600","X4","36","2009-01-10T16:00:00.000",,"7","V","HO"
"X4321001091700","X4","32","2009-01-10T17:00:00.000",,"10.9","V","HO"
"X4331001091700","X4","33","2009-01-10T17:00:00.000",,"67","V","HO"
"X4341001091700","X4","34","2009-01-10T17:00:00.000",,"1019","V","HO"
"X4351001091700","X4","35","2009-01-10T17:00:00.000",,"0","V","HO"
"X4511001091700","X4","51","2009-01-10T17:00:00.000",,"7","V","HO"
"X4401001091700","X4","40","2009-01-10T17:00:00.000","2009-01-10T17:00:00.000","11.4","V","HO"
"X4421001091700","X4","42","2009-01-10T17:00:00.000","2009-01-10T17:57:00.000","10.5","V","HO"
"X4441001091700","X4","44","2009-01-10T17:00:00.000","2009-01-10T17:04:00.000","66","V","HO"
"X4501001091700","X4","50","2009-01-10T17:00:00.000","2009-01-10T17:45:00.000","3.7","V","HO"
"X4361001091700","X4","36","2009-01-10T17:00:00.000",,"0","V","HO"
"X4421001091800","X4","42","2009-01-10T18:00:00.000","2009-01-10T18:23:00.000","10.3","V","HO"
"X4401001091800","X4","40","2009-01-10T18:00:00.000","2009-01-10T18:58:00.000","10.6","V","HO"
"X4361001091800","X4","36","2009-01-10T18:00:00.000",,"0","V","HO"
"X4351001091800","X4","35","2009-01-10T18:00:00.000",,"0","V","HO"
"X4441001091800","X4","44","2009-01-10T18:00:00.000","2009-01-10T18:57:00.000","67","V","HO"
"X4331001091800","X4","33","2009-01-10T18:00:00.000",,"68","V","HO"
"X4321001091800","X4","32","2009-01-10T18:00:00.000",,"10.4","V","HO"
"X4501001091800","X4","50","2009-01-10T18:00:00.000","2009-01-10T18:06:00.000","3.8","V","HO"
"X4511001091800","X4","51","2009-01-10T18:00:00.000",,"7","V","HO"
"X4341001091800","X4","34","2009-01-10T18:00:00.000",,"1020","V","HO"
"X4511001091900","X4","51","2009-01-10T19:00:00.000",,"11","V","HO"
"X4331001091900","X4","33","2009-01-10T19:00:00.000",,"68","V","HO"
"X4341001091900","X4","34","2009-01-10T19:00:00.000",,"1021","V","HO"
"X4351001091900","X4","35","2009-01-10T19:00:00.000",,"0","V","HO"
"X4361001091900","X4","36","2009-01-10T19:00:00.000",,"0","V","HO"
"X4401001091900","X4","40","2009-01-10T19:00:00.000","2009-01-10T19:47:00.000","10.7","V","HO"
"X4421001091900","X4","42","2009-01-10T19:00:00.000","2009-01-10T19:55:00.000","10.6","V","HO"
"X4441001091900","X4","44","2009-01-10T19:00:00.000","2009-01-10T19:00:00.000","67","V","HO"
"X4321001091900","X4","32","2009-01-10T19:00:00.000",,"10.6","V","HO"
"X4501001091900","X4","50","2009-01-10T19:00:00.000","2009-01-10T19:56:00.000","3.4","V","HO"
"X4511001092000","X4","51","2009-01-10T20:00:00.000",,"6","V","HO"
"X4501001092000","X4","50","2009-01-10T20:00:00.000","2009-01-10T20:34:00.000","3.7","V","HO"
"X4441001092000","X4","44","2009-01-10T20:00:00.000","2009-01-10T20:00:00.000","69","V","HO"
"X4421001092000","X4","42","2009-01-10T20:00:00.000","2009-01-10T20:58:00.000","10.2","V","HO"
"X4321001092000","X4","32","2009-01-10T20:00:00.000",,"10.4","V","HO"
"X4361001092000","X4","36","2009-01-10T20:00:00.000",,"0","V","HO"
"X4351001092000","X4","35","2009-01-10T20:00:00.000",,"0","V","HO"
"X4331001092000","X4","33","2009-01-10T20:00:00.000",,"70","V","HO"
"X4341001092000","X4","34","2009-01-10T20:00:00.000",,"1021","V","HO"
"X4401001092000","X4","40","2009-01-10T20:00:00.000","2009-01-10T20:00:00.000","10.6","V","HO"
"X4321001092100","X4","32","2009-01-10T21:00:00.000",,"10.2","V","HO"
"X4331001092100","X4","33","2009-01-10T21:00:00.000",,"71","V","HO"
"X4341001092100","X4","34","2009-01-10T21:00:00.000",,"1022","V","HO"
"X4351001092100","X4","35","2009-01-10T21:00:00.000",,"0","V","HO"
"X4511001092100","X4","51","2009-01-10T21:00:00.000",,"25","V","HO"
"X4401001092100","X4","40","2009-01-10T21:00:00.000","2009-01-10T21:58:00.000","10.3","V","HO"
"X4421001092100","X4","42","2009-01-10T21:00:00.000","2009-01-10T21:00:00.000","10.2","V","HO"
"X4441001092100","X4","44","2009-01-10T21:00:00.000","2009-01-10T21:56:00.000","70","V","HO"
"X4501001092100","X4","50","2009-01-10T21:00:00.000","2009-01-10T21:07:00.000","4","V","HO"
"X4361001092100","X4","36","2009-01-10T21:00:00.000",,"0","V","HO"
"X4011001092200","X4","1","2009-01-10T22:00:00.000","2009-01-10T22:35:00.000","1022","V","HO"
"X4321001092200","X4","32","2009-01-10T22:00:00.000",,"10.4","V","HO"
"X4331001092200","X4","33","2009-01-10T22:00:00.000",,"70","V","HO"
"X4341001092200","X4","34","2009-01-10T22:00:00.000",,"1022","V","HO"
"X4351001092200","X4","35","2009-01-10T22:00:00.000",,"0","V","HO"
"X4511001092200","X4","51","2009-01-10T22:00:00.000",,"20","V","HO"
"X4401001092200","X4","40","2009-01-10T22:00:00.000","2009-01-10T22:45:00.000","10.5","V","HO"
"X4421001092200","X4","42","2009-01-10T22:00:00.000","2009-01-10T22:00:00.000","10.3","V","HO"
"X4441001092200","X4","44","2009-01-10T22:00:00.000","2009-01-10T22:45:00.000","69","V","HO"
"X4501001092200","X4","50","2009-01-10T22:00:00.000","2009-01-10T22:46:00.000","4.2","V","HO"
"X4361001092200","X4","36","2009-01-10T22:00:00.000",,"0","V","HO"
"X4321001092300","X4","32","2009-01-10T23:00:00.000",,"10.2","V","HO"
"X4331001092300","X4","33","2009-01-10T23:00:00.000",,"70","V","HO"
"X4341001092300","X4","34","2009-01-10T23:00:00.000",,"1022","V","HO"
"X4351001092300","X4","35","2009-01-10T23:00:00.000",,"0","V","HO"
"X4511001092300","X4","51","2009-01-10T23:00:00.000",,"5","V","HO"
"X4401001092300","X4","40","2009-01-10T23:00:00.000","2009-01-10T23:00:00.000","10.4","V","HO"
"X4421001092300","X4","42","2009-01-10T23:00:00.000","2009-01-10T23:30:00.000","10.1","V","HO"
"X4441001092300","X4","44","2009-01-10T23:00:00.000","2009-01-10T23:48:00.000","69","V","HO"
"X4501001092300","X4","50","2009-01-10T23:00:00.000","2009-01-10T23:01:00.000","4.3","V","HO"
"X4361001092300","X4","36","2009-01-10T23:00:00.000",,"0","V","HO"
"X4021101090000","X4","2","2009-01-11T00:00:00.000","2009-01-11T00:00:00.000","1022","V","HO"
"X4511101090000","X4","51","2009-01-11T00:00:00.000",,"16","V","HO"
"X4501101090000","X4","50","2009-01-11T00:00:00.000","2009-01-11T00:51:00.000","4.4","V","HO"
"X4401101090000","X4","40","2009-01-11T00:00:00.000","2009-01-11T00:41:00.000","10.1","V","HO"
"X4441101090000","X4","44","2009-01-11T00:00:00.000","2009-01-11T00:00:00.000","69","V","HO"
"X4421101090000","X4","42","2009-01-11T00:00:00.000","2009-01-11T00:58:00.000","10","V","HO"
"X4361101090000","X4","36","2009-01-11T00:00:00.000",,"0","V","HO"
"X4351101090000","X4","35","2009-01-11T00:00:00.000",,"0","V","HO"
"X4341101090000","X4","34","2009-01-11T00:00:00.000",,"1022","V","HO"
"X4331101090000","X4","33","2009-01-11T00:00:00.000",,"70","V","HO"
"X4321101090000","X4","32","2009-01-11T00:00:00.000",,"10.1","V","HO"
"X4321101090100","X4","32","2009-01-11T01:00:00.000",,"9.8","V","HO"
"X4331101090100","X4","33","2009-01-11T01:00:00.000",,"71","V","HO"
"X4341101090100","X4","34","2009-01-11T01:00:00.000",,"1023","V","HO"
"X4351101090100","X4","35","2009-01-11T01:00:00.000",,"0","V","HO"
"X4511101090100","X4","51","2009-01-11T01:00:00.000",,"27","V","HO"
"X4401101090100","X4","40","2009-01-11T01:00:00.000","2009-01-11T01:00:00.000","10","V","HO"
"X4421101090100","X4","42","2009-01-11T01:00:00.000","2009-01-11T01:44:00.000","9.7","V","HO"
"X4441101090100","X4","44","2009-01-11T01:00:00.000","2009-01-11T01:00:00.000","71","V","HO"
"X4501101090100","X4","50","2009-01-11T01:00:00.000","2009-01-11T01:55:00.000","3.9","V","HO"
"X4361101090100","X4","36","2009-01-11T01:00:00.000",,"0","V","HO"
"X4321101090200","X4","32","2009-01-11T02:00:00.000",,"9.7","V","HO"
"X4331101090200","X4","33","2009-01-11T02:00:00.000",,"70","V","HO"
"X4341101090200","X4","34","2009-01-11T02:00:00.000",,"1023","V","HO"
"X4351101090200","X4","35","2009-01-11T02:00:00.000",,"0","V","HO"
"X4511101090200","X4","51","2009-01-11T02:00:00.000",,"12","V","HO"
"X4401101090200","X4","40","2009-01-11T02:00:00.000","2009-01-11T02:52:00.000","9.8","V","HO"
"X4421101090200","X4","42","2009-01-11T02:00:00.000","2009-01-11T02:26:00.000","9.7","V","HO"
"X4441101090200","X4","44","2009-01-11T02:00:00.000","2009-01-11T02:54:00.000","69","V","HO"
"X4501101090200","X4","50","2009-01-11T02:00:00.000","2009-01-11T02:45:00.000","4.1","V","HO"
"X4361101090200","X4","36","2009-01-11T02:00:00.000",,"0","V","HO"
"X4321101090300","X4","32","2009-01-11T03:00:00.000",,"9.7","V","HO"
"X4331101090300","X4","33","2009-01-11T03:00:00.000",,"68","V","HO"
"X4341101090300","X4","34","2009-01-11T03:00:00.000",,"1023","V","HO"
"X4351101090300","X4","35","2009-01-11T03:00:00.000",,"0","V","HO"
"X4361101090300","X4","36","2009-01-11T03:00:00.000",,"0","V","HO"
"X4401101090300","X4","40","2009-01-11T03:00:00.000","2009-01-11T03:00:00.000","9.8","V","HO"
"X4421101090300","X4","42","2009-01-11T03:00:00.000","2009-01-11T03:58:00.000","9.5","V","HO"
"X4441101090300","X4","44","2009-01-11T03:00:00.000","2009-01-11T03:44:00.000","68","V","HO"
"X4501101090300","X4","50","2009-01-11T03:00:00.000","2009-01-11T03:01:00.000","4.4","V","HO"
"X4511101090300","X4","51","2009-01-11T03:00:00.000",,"12","V","HO"
"X4321101090400","X4","32","2009-01-11T04:00:00.000",,"9.4","V","HO"
"X4331101090400","X4","33","2009-01-11T04:00:00.000",,"69","V","HO"
"X4341101090400","X4","34","2009-01-11T04:00:00.000",,"1023","V","HO"
"X4351101090400","X4","35","2009-01-11T04:00:00.000",,"0","V","HO"
"X4511101090400","X4","51","2009-01-11T04:00:00.000",,"355","V","HO"
"X4401101090400","X4","40","2009-01-11T04:00:00.000","2009-01-11T04:03:00.000","9.5","V","HO"
"X4421101090400","X4","42","2009-01-11T04:00:00.000","2009-01-11T04:50:00.000","9.2","V","HO"
"X4441101090400","X4","44","2009-01-11T04:00:00.000","2009-01-11T04:46:00.000","69","V","HO"
"X4501101090400","X4","50","2009-01-11T04:00:00.000","2009-01-11T04:15:00.000","2.7","V","HO"
"X4361101090400","X4","36","2009-01-11T04:00:00.000",,"0","V","HO"
"X4321101090500","X4","32","2009-01-11T05:00:00.000",,"9.2","V","HO"
"X4331101090500","X4","33","2009-01-11T05:00:00.000",,"68","V","HO"
"X4341101090500","X4","34","2009-01-11T05:00:00.000",,"1023","V","HO"
"X4351101090500","X4","35","2009-01-11T05:00:00.000",,"0","V","HO"
"X4511101090500","X4","51","2009-01-11T05:00:00.000",,"18","V","HO"
"X4401101090500","X4","40","2009-01-11T05:00:00.000","2009-01-11T05:07:00.000","9.3","V","HO"
"X4421101090500","X4","42","2009-01-11T05:00:00.000","2009-01-11T05:58:00.000","9.1","V","HO"
"X4441101090500","X4","44","2009-01-11T05:00:00.000","2009-01-11T05:53:00.000","68","V","HO"
"X4501101090500","X4","50","2009-01-11T05:00:00.000","2009-01-11T05:18:00.000","3.4","V","HO"
"X4361101090500","X4","36","2009-01-11T05:00:00.000",,"0","V","HO"
"X4331101090600","X4","33","2009-01-11T06:00:00.000",,"68","V","HO"
"X4341101090600","X4","34","2009-01-11T06:00:00.000",,"1023","V","HO"
"X4351101090600","X4","35","2009-01-11T06:00:00.000",,"0","V","HO"
"X4361101090600","X4","36","2009-01-11T06:00:00.000",,"0","V","HO"
"X4401101090600","X4","40","2009-01-11T06:00:00.000","2009-01-11T06:13:00.000","9.1","V","HO"
